Reference,Protein.Accession,GeneName,S01_41,S03_28,S05_51,S07_43,S09_24,S11_21,S13_52,S15_11,S17_14,S19_55,S02_44,S04_31,S06_60,S08_46,S10_26,S12_25,S14_53,S16_13,S18_16,S20_50,T01_42,T03_54,T05_27,T07_15,T09_39,T11_12,T13_29,T15_18,T17_47,T19_58,T02_40,T04_57,T06_30,T08_10,T10_38,T12_17,T14_22,T16_19,T18_48,T20_59,Accession_primary
sp|Q9H444|CHM4B_HUMAN,Q9H444,CHMP4B,25552.18835,20320.83736,24987.05696,17428.85393,30491.51554,30072.06587,22076.86071,28252.72487,22951.20896,28099,16027.27927,25186.19517,23365.72069,17921.98694,20041.37039,22943.82859,28570,20419.94816,26772.56196,29606.05974,25525.65379,23725.23117,29007.1862,23082.01475,30763.06075,44795.5614,20490.28372,23208.30399,26420.95078,29707.33427,28858.45718,20061.80296,14775.97599,20679.74429,29535.7121,25136.43315,32381.57994,30613.18614,27335.54252,33156.20101,Q9H444
sp|Q9H446|RWDD1_HUMAN,Q9H446,RWDD1,2237.85089,643.1736731,874.4936709,518.5363741,398.3322539,689.5756532,901.6539647,1030.217519,1800.686567,3140,579.5448653,1306.290377,626.3551724,781.7226368,1165.449257,473.2968408,594,1009.447005,573.9682997,1703.388857,1596.691371,1626.693806,841.6927499,1202.861357,1033.440421,614.0692072,714.7028055,1849.149061,380.7270694,1492.496474,680.2009908,219.6621319,601.1663808,334.6378505,493.9806598,235.0889431,797.6018809,1019.810025,1146.392962,277.5964346,Q9H446
sp|Q9H479|FN3K_HUMAN,Q9H479,FN3K,79971.63598,66033.13613,104651.2975,71879.06467,47625.25907,90660.59081,90689.99514,55255.3204,43455.89851,120610,99415.72807,67892.72356,118484.5517,159687.2823,67452.28184,64364.15389,80184,64358.07028,43353.54467,77726.79495,99251.76284,126176.563,78012.64772,48947.51032,79448.93107,60914.87808,69664.82802,35968.42136,100270.6935,91022.32158,95151.81883,55303.46838,118973.1389,58922.50779,110944.5499,71033.02836,67157.02194,34069.209,97424.62463,83665.28661,Q9H479
sp|Q9H4A3|WNK1_HUMAN,Q9H4A3,WNK1,16600.78479,11473.60487,16511.18703,11128.58834,15996.58679,18987.41088,16502.99984,18171.45209,25747.80597,12131,20911.18249,17535.22951,16782.6,12419.95896,20875.70136,13706.63434,14486.2,23774.4182,11422.06628,13308.69328,16562.77395,11770.01163,10201.48834,16838.0708,17055.70386,13377.65513,12233.27627,13484.94425,20166.28356,13073.12835,26221.6051,16211.66991,9797.046655,13324.2731,12780.48626,9034.648923,13326.81818,17075.20805,13036.26686,14308.64607,Q9H4A3
sp|Q9H4A9|DPEP2_HUMAN,Q9H4A9,DPEP2,316401.5998,158128.7047,244570.2848,201859.4977,221909.2617,199506.2767,259916.7829,204062.3163,245466.7761,220770,300450.8138,162575.8586,228753.2759,179555.1928,226892.2754,272762.3397,307050,307920.1613,173899.7695,224189.2016,269591.0799,214410.0029,222531.9387,230233.6283,214739.0771,161950.9125,212936.5668,250030.6631,176661.1298,258173.3709,284558.6978,320616.0263,260582.5043,221276.5447,219063.4066,191886.8289,213778.4326,248465.3815,210452.0528,179432.9491,Q9H4A9
sp|Q9H4B7|TBB1_HUMAN,Q9H4B7,TUBB1,6014732.871,4967821.691,4770107.025,4028006.12,5425918.264,5798882.472,4668031.977,5077466.667,3390300.478,6161580,4455544.808,6301865.624,6528945.034,7603709.204,5245730.672,4239453.675,4967220,4255013.249,6832437.061,3832421.683,3449674.007,5988702.646,7535292.015,6048305.015,3667827.687,8544832.063,7299551.403,3533456.866,3036175.867,2961921.044,6930847.417,4959346.21,4534470.84,6139467.225,6220949.048,4758435.298,5221925.925,2798387.038,9656868.416,4107236.053,Q9H4B7
sp|Q9H4E7|DEFI6_HUMAN,Q9H4E7,DEF6,5208.089345,1571.989305,1386.392405,1469.024249,1626.068653,959.9330919,1169.417869,1010.405644,558.3134328,1920,2621.05718,2417.783067,1121.396552,1414.645522,1601.131222,1749.827964,1700,1737.413594,1466.48415,2487.334865,5030.915828,253.8034312,1453.050144,1013.982301,1574.766355,970.3080742,1538.373752,1354.724178,1008.361298,4268.349788,5781.231423,1481.207953,2219.691252,2974.558671,1835.669258,703.458453,1478.996865,2030.177366,1600.997067,2682.741663,Q9H4E7
sp|Q9H4G4|GAPR1_HUMAN,Q9H4G4,GLIPR2,63026.01871,40727.94243,72071.07595,77342.66744,76239.70207,88955.25927,60755.08351,81654.64433,83897.91045,67030,70545.26862,84885.95716,67702.13793,66236.84701,63751.16354,79069.03347,71710,93567.97235,49471.98847,107913.5554,85186.60667,57012.6781,85568.50846,62926.54867,55323.51051,55630.3402,78019.05215,69704.01995,71866.94631,73065.78279,65482.46285,82332.99447,94568.09605,79394.4704,91886.59037,59314.74873,92099.24765,53332.28726,62300.52786,75147.84079,Q9H4G4
sp|Q9H4I2|ZHX3_HUMAN,Q9H4I2,ZHX3,222767.8841,49364.29831,154636.0759,361905.3118,220446.8912,218912.9058,290715.0965,290243.9741,230367.1642,163000,184444.7645,147817.069,89130.68966,149847.6368,115455.7207,242446.0432,285000,245567.3963,114599.4236,112268.811,667220.7517,301820.2966,178671.351,249519.174,369085.8645,291289.2393,275625.2972,309509.9765,164918.9038,266177.7151,180305.7325,213616.3851,154915.952,69442.82191,114471.5099,240514.0726,176423.1975,180355.2915,52279.47214,118082.0655,Q9H4I2
sp|Q9H4M9|EHD1_HUMAN,Q9H4M9,EHD1,657531.4519,597729.7628,697206.0759,813177.8868,667724.9028,736871.7865,808340.9762,638814.1093,464587.194,517060,647731.1825,767525.8075,918557.4138,961424.5336,466288.6231,655784.9234,540740,381173.0127,692947.7522,559630.9879,750783.9068,751532.5385,579250.3673,689000.9735,578510.1051,605035.3044,931538.7225,476358.5974,529380.2573,1395759.887,553185.6192,498139.3033,790487.5472,623487.182,742260.0832,554050.3877,788949.7492,423287.2594,943520.9384,659975.1652,Q9H4M9
sp|Q9H4X1|RGCC_HUMAN,Q9H4X1,RGCC,1108.753396,3814.949656,1908.955696,444.5987298,1615.15544,3250.856651,151.9150316,5903.938859,3460.537313,456,3708.310529,1970.894254,1673.37931,1896.672886,470.5365223,2076.603065,1720,1980.069124,1505.331412,308.7392303,755.5293806,1283.716197,541.3957202,1918.613569,1220.443925,4467.747116,713.6344904,1552.494131,7982.074944,635.0239774,905.3446568,1259.530573,420.8164666,1013.755841,337.2268805,783.0270183,944.4451411,3021.659335,1699.824047,568.6583679,Q9H4X1
sp|Q9H5I5|PIEZ2_HUMAN,Q9H5I5,PIEZO2,566583.1573,594288.6399,519363.9241,325909.3533,409245.4663,530863.7965,298365.4938,590393.8859,462746.2687,719000,569837.2461,482410.7446,478772.4138,347898.01,269033.6134,627197.3725,362000,739614.0553,501129.683,704583.5727,548583.9068,257723.1753,456365.3785,375769.9115,674196.8458,384777.3398,401686.4796,619019.9531,154552.5727,377401.9746,541871.196,435293.7659,566483.705,272303.3489,587826.6724,437627.1095,340169.279,586390.7647,145275.6598,333530.0446,Q9H5I5
sp|Q9H5X1|CIA2A_HUMAN,Q9H5X1,CIAO2A,6601.660127,17732.80619,12690.82278,12452.65589,14187.17617,17841.40182,15519.37733,9301.675485,20018.80597,18700,5795.448653,13062.90377,9854.344828,14356.03234,20041.37039,12438.53613,7140,7502.908986,15247.55043,18001.72315,9098.464796,17736.84211,21419.03545,14315.04425,22145.15187,10923.34647,10576.31954,15524.94131,19507.55034,19773.20169,5628.591649,6327.881597,13063.80789,6484.975337,11653.40596,7043.626412,13944.82759,14825.01611,15911.1437,9146.181036,Q9H5X1
sp|Q9H6Q3|SLAP2_HUMAN,Q9H6Q3,SLA2,5381.014187,5185.647648,2900.759494,1375.62933,9047.053109,5768.355068,3561.806389,6934.156379,2223.19403,4470,6038.139133,6875.212513,7297.793103,6591.200249,7264.996768,4508.44229,5520,5949.913594,5273.51585,4413.325675,1764.388565,2764.399535,5586.170553,3459.469027,2170.224883,5314.060447,4860.83373,4331.161972,4325.587248,3688.462623,9377.806086,3385.618179,5329.571184,5150.798287,4527.296652,5398.00381,5599.059561,2954.616268,7125.42522,2539.800215,Q9H6Q3
sp|Q9H6X2|ANTR1_HUMAN,Q9H6X2,ANTXR1,237995.4422,243016.1272,293563.2595,255542.1189,337545.6606,181161.3752,257140.7816,155315.1969,307414.4179,166440,255621.0284,250492.6386,342973.0345,212395.9266,361485.3264,281543.1029,281920,220981.538,314089.8271,209903.9632,176545.8973,182503.2858,241518.4606,382509.9115,189729.8189,187468.2435,286458.0124,191807.189,194613.7304,278355.3456,166343.0092,340687.9055,326572.0755,376740.9787,204532.7437,207728.2069,282182.0376,212517.0781,220670.7625,331831.3201,Q9H6X2
sp|Q9H6Z4|RANB3_HUMAN,Q9H6Z4,RANBP3,2054.753999,3306.928722,11091.13924,5827.453811,8119.430052,8997.320428,6098.459543,6488.389183,11870.44776,8790,6028.431514,4766.814009,4009.137931,3919.09204,13723.9819,6767.406944,9600,10094.47005,15150.43228,15775.70362,3398.544203,10289.32829,11732.03449,9543.362832,7194.713785,9161.833844,7275.225868,12360.62207,6728.691275,8108.913963,2900.155697,9088.772612,8531.93825,11263.95379,10828.38607,5325.668751,9845.893417,2757.264143,15318.18182,2672.383587,Q9H6Z4
sp|Q9H7J1|PPR3E_HUMAN,Q9H7J1,PPP1R3E,4361.774826,9539.2912,5566.898734,6667.035219,7190.715674,4564.334086,10134.59056,3215.467372,7394.383582,8060,6652.631427,7872.118327,9734.651724,9200.435323,9955.332902,1536.897091,3638,4474.567972,12557.37752,9620.275704,6574.086818,6986.943879,15004.08815,8069.112094,6168.162967,5215.65192,9911.827548,6595.627934,8104.58613,6540.366714,5398.67799,4438.585738,2509.86964,9404.854621,4326.198054,4899.796088,4045.056426,4305.864552,12037.1261,12605.77839,Q9H7J1
sp|Q9H7M9|VISTA_HUMAN,Q9H7M9,VSIR,63996.43224,38930.69856,24475.15823,113932.0727,28177.91451,64943.7972,90755.56997,106222.3604,54523.58209,64986,53993.77791,48119.61238,24713.72069,63072.23259,17176.76147,61381.01345,103320,42309.4182,28669.27954,50266.42447,114960.0839,58953.93138,25444.52252,28830.89676,42125,13139.5065,66171.43763,28370.09977,27527.32103,47132.46827,59672.61146,79854.2383,22298.64837,23934.26142,29599.65114,103412.0093,93414.49843,75853.09199,30745.07331,39101.73659,Q9H7M9
sp|Q9H7N4|SFR19_HUMAN,Q9H7N4,SCAF1,5411.530335,11118.94875,11837.65823,19943.7067,10542.16321,16637.38084,26885.68186,6062.433862,17906.26866,18800,20191.8479,23834.07004,18244.48276,5784.328358,11545.57207,27196.12136,9720,12326.90092,12916.7147,8904.078116,14985.70672,10191.33469,13346.53465,8966.784661,14074.4743,11021.755,16131.55809,10679.57746,11685.68233,5352.073343,7355.329087,12796.83062,14913.5506,10848.39045,12272.17088,15461.61895,7437.241379,16241.41892,10969.79472,10036.97556,Q9H7N4
sp|Q9H832|UBE2Z_HUMAN,Q9H832,UBE2Z,4333.293088,5463.621366,3775.253165,2276.501155,3121.178756,6523.604593,5530.144317,2179.30629,5512.716418,7360,1339.651448,4961.611697,5601.172414,2252.95398,6055.979315,4279.699718,3240,5018.116359,3544.81268,4132.653647,2319.216517,4693.893574,10106.771,4861.150442,4084.550234,8295.838809,7788.017118,4133.392019,9423.93736,6245.669958,3615.654636,2609.747346,6531.903945,3554.160177,6404.216904,3833.75815,6222.351097,2549.525064,6522.580645,2858.828953,Q9H832
sp|Q9H853|TBA4B_HUMAN,Q9H853,TUBA4B,134779.6559,153748.2223,139172.4684,94465.06928,173738.342,189031.2942,170494.5679,118673.1335,135001.194,110200,115132.3635,213704.5223,188138.9655,246253.1095,169262.4434,135137.3162,155200,139866.6475,196275.7925,115269.0982,94820.27528,193537.3655,346579.3676,198422.4189,104426.6939,331636.7353,237806.9425,103334.8005,92166.10738,95919.0409,213695.6829,152655.1054,148904.2882,229653.4268,173563.5596,190964.5569,176845.768,83945.4734,285313.4897,105445.2128,Q9H853
sp|Q9H8H3|MET7A_HUMAN,Q9H8H3,TMT1A,13915.36372,9115.620911,4809.71519,68869.02425,11524.35233,17436.41295,14360.8886,7469.077014,5200.865672,10850,10571.59729,15492.14553,13212.72414,55328.35821,15542.9541,9982.452299,7260,13608.12212,5322.074928,14140.06318,12532.68925,12905.75749,11107.7611,8290.79646,6013.639019,11848.38663,12862.51387,7287.82277,5136.045861,8973.991537,12230.26185,10962.9541,8312.281304,10914.00571,9188.659037,7866.437713,9909.278997,12945.92171,18747.47801,15868.57231,Q9H8H3
sp|Q9H8J5|MANS1_HUMAN,Q9H8J5,MANSC1,272102.3242,358317.7086,366732.7848,406433.2852,405283.9702,252329.9609,430575.2878,413889.8883,551875.2239,432520,280482.2411,281467.7627,355186.3793,389121.8284,319213.2838,312902.9715,521780,462812.0392,479472.3343,506071.0224,325626.919,354364.4664,347031.4277,322068.6136,506572.8096,372436.9105,337363.2271,332065.6397,506687.4161,372981.5233,258161.557,538958.1701,415637.187,386780.1142,391657.5678,342244.2918,386060.4389,321060.747,411871.3196,311985.2467,Q9H8J5
sp|Q9H8L6|MMRN2_HUMAN,Q9H8L6,MMRN2,42844.6725,88156.01001,91853.82911,64101.99192,111467.5518,71901.94391,71935.59267,72402.49853,78254.41791,50560,61167.70848,61957.12343,105957.4483,52027.51866,89064.28571,81619.98749,81210,90559.04378,116862.2767,59918.63871,48275.3838,68389.73539,94728.10604,77728.70206,64152.04439,76000.90524,69931.9068,90469.86502,91006.96309,59747.39069,57278.07502,97931.02108,88706.72384,82511.19548,56792.30675,95645.03233,94043.0721,58535.20693,105744.868,60812.26372,Q9H8L6
sp|Q9H8W3|F204A_HUMAN,Q9H8W3,FAM204A,1012118.925,735192.5593,520430.3797,335637.9908,256460.4922,627185.4751,1169417.869,1792974.721,813829.8507,329000,1009592.395,1329207.752,1149286.207,892798.5075,817992.8895,379480.7632,1410000,1475345.622,815792.5072,1054939.69,1275569.084,584041.8726,923494.0913,905625.3687,537389.0187,1180902.322,583300.0476,1255839.202,134762.3043,1017179.126,938734.6072,1602122.888,816198.9708,801599.8183,401165.922,1329156.717,939163.0094,2162374.961,1640527.859,461970.186,Q9H8W3
sp|Q9H8W4|PKHF2_HUMAN,Q9H8W4,PLEKHF2,28359.67401,32445.28415,32317.87342,28553.55081,24258.97992,23806.7785,34306.56721,18754.91182,22181.64179,30210,28744.26041,32794.76369,34106.72414,36902.33831,19311.6031,25140.60056,21836,19666.74539,31445.88761,20547.12809,17501.16464,21477.25792,33710.76333,33829.23304,27863.5222,39551.371,30799.52449,22278.78521,21288.6745,18487.94358,27374.03539,18712.59381,24734.5283,26617.92575,27947.54881,19458.13099,21296.49843,14881.67222,40024.92669,19825.35731,Q9H8W4
sp|Q9H8W5|TRI45_HUMAN,Q9H8W5,TRIM45,16275.2792,6642.613345,8339.683544,4066.570439,8905.181347,8603.277198,3333.387384,7062.933568,7665.492537,1820,17182.48596,3391.771506,5043.37931,8005.845771,10401.90692,20871.44198,6340,13006.33641,7254.726225,1413.038484,19891.74166,3243.588252,7814.180773,10537.46313,2706.629673,7183.822456,15704.23205,6348.415493,8142.281879,43348.94217,24613.16348,8786.485274,4335.334477,10465.63474,1237.529837,9041.882429,7574.576803,8149.037519,3923.431085,31281.38927,Q9H8W5
sp|Q9H8Y8|GORS2_HUMAN,Q9H8Y8,GORASP2,6662.692424,11023.09574,30287.34177,20819.28406,14078.04404,3677.736817,5377.136371,53194.88536,13480,20800,39801.23866,12260.79565,113766.5517,17290.11194,58163.54234,12438.53613,69900,11647.46544,27872.91066,171306.7203,11685.28322,10877.28991,4477.54711,29425.36873,51868.86682,29128.92393,10191.72611,30061.03286,152667.7852,33937.65867,17839.77353,42420.98968,8497.255575,170599.6885,88895.89326,22514.28725,11831.97492,11992.21049,24607.91789,49097.27985,Q9H8Y8
sp|Q9H939|PPIP2_HUMAN,Q9H939,PSTPIP2,212168.6085,228015.1317,164703.4177,193453.955,194397.0531,251329.5289,60897.16232,209540.2998,192985.3134,129970,59886.30275,115091.0575,464083.8621,743831.0945,41106.59341,84751.54708,230931,182400.2794,402341.0951,286920.3676,364526.424,945638.2669,68896.10348,209155.3221,41314.97956,176751.555,518442.6375,142443.8087,95841.44295,100291.9605,79953.66737,341555.3694,37475.78731,135820.3174,160734.5003,288499.3427,252182.6991,278359.035,251485.0147,194224.2815,Q9H939
sp|Q9H9B4|SFXN1_HUMAN,Q9H9B4,SFXN1,30303.55267,22952.96092,39565.50633,32830.25982,33656.34715,31259.66838,26914.09762,28418.15403,23315.37015,33845,47092.63143,27818.2557,28958.75862,27330.95149,35462.33355,31781.51392,37607,31768.46198,33792.26225,26040.55715,32906.11435,24342.59087,27005.206,48743.71976,35284.60864,41801.97401,37358.97924,50619.21948,27805.32718,34822.69958,33174.34678,37082.29302,32725.41681,24826.62902,35630.54655,34560.78721,31442.41693,41170.10844,28808.06452,42271.30782,Q9H9B4
sp|Q9H9K5|MER34_HUMAN,Q9H9K5,ERVMER34-1,8992.09176,8511.746971,4884.367089,3298.008083,5052.817358,2813.030839,7989.200584,10995.59083,3460.537313,6620,1980.354314,9556.545393,5914.931034,3468.501244,5925.274725,5966.280888,4650,4765.754608,5875.648415,7926.565192,5334.197988,9426.984589,8363.110827,4731.917404,5393.574766,4861.381224,8973.846885,3223.650235,6276.342282,4477.489422,7708.308563,8030.766931,6948.096055,5894.437954,3444.458045,3680.046148,5725.830721,6081.089411,3893.782991,14708.4678,Q9H9K5
sp|Q9H9Q2|CSN7B_HUMAN,Q9H9Q2,COPS7B,3773.830365,5271.915354,3508.639241,5253.464203,6100.485751,11044.1561,17508.48062,5349.206349,13982.98507,13150,8494.166787,11825.36552,9459.241379,5637.624378,12035.71429,6577.666562,5040,2936.131912,8439.567723,13840.03446,5441.238751,17766.24019,10634.17439,8549.262537,23621.49533,8709.154621,8183.293707,14545.98005,17415.43624,6236.163611,5399.631989,6126.356705,9029.056604,3174.685228,8095.507681,4927.825924,3506.278997,5892.235703,10950.02933,5220.470263,Q9H9Q2
sp|Q9HA64|KT3K_HUMAN,Q9HA64,FN3KRP,12912.39964,10364.58559,13234.71519,12121.88222,10537.79793,9020.306283,14914.99595,14849.00059,16485.63761,13376,15609.85165,14804.62428,8908.42069,12225.68097,12199.09502,13219.63403,9798,14860.22465,9274.783862,13706.47329,12559.44944,16521.72143,14655.35612,14095.34808,10052.91472,15960.68214,8401.229989,14671.56397,12656.34787,17785.42454,12770.22505,16598.5977,14548.45763,12803.61598,10931.51356,13721.96077,11640.76176,9801.507467,8983.372434,13038.74597,Q9HA64
sp|Q9HAS3|S28A3_HUMAN,Q9HAS3,SLC28A3,1800.452762,1073.553672,3284.683544,1099.336028,1538.762953,1510.49905,528.9703259,2684.509112,7997.462687,2100,2766.671468,1810.472628,1464.206897,5092.723881,1699.159664,1581.169847,607,1708.294931,4282.910663,2342.159678,3585.865537,845.6847921,1592.973491,944.3952802,860.2161215,2420.849759,1987.066096,359.9413146,2742.365772,1140.761636,5161.132343,1037.853192,2890.222985,2482.444185,2021.298733,3969.386386,2144.545455,4060.354731,2875.865103,1895.527893,Q9HAS3
sp|Q9HAV0|GBB4_HUMAN,Q9HAV0,GNB4,320114.3978,348737.2006,310402.5949,328473.8222,282821.3569,328455.8293,320553.1759,228665.6937,214872.206,323397,223536.3762,345047.4362,349010.5638,411866.1847,231952.7214,223029.2774,248120,243082.6037,306361.1643,255639.954,198028.9783,289324.1524,260225.1357,197333.8791,278252.3569,292627.5953,429226.5747,224587.5587,239483.9234,212305.2468,307094.0524,190360.4126,283701.976,254884.6833,366947.1908,212646.991,369777.7398,142272.9412,353257.0381,247457.5411,Q9HAV0
sp|Q9HB09|B2L12_HUMAN,Q9HB09,BCL2L12,16580.44069,21375.22043,20369.3038,18581.69746,24991.25648,12806.40499,16612.29123,16047.61905,18308.65672,12800,27763.79087,27157.08943,21498.27586,5868.159204,26576.59987,27617.76666,22200,27080.35714,16510.08646,19163.12464,27919.79884,13425.12358,18728.20185,26045.42773,19881.42523,16827.85808,22648.28023,19183.68545,16586.12975,26332.5811,28906.15711,18641.05247,16185.24871,5916.309709,16294.14285,19982.56017,12043.26019,22945.72557,11463.92962,13258.33718,Q9HB09
sp|Q9HB40|RISC_HUMAN,Q9HB40,SCPEP1,20822.18533,35388.92997,32580.22152,24516.16628,24150.93912,33143.41394,21595.9786,20792.5632,7896.865672,20230,20871.38125,37584.49507,27947.75862,21921.76617,10728.66839,24971.94245,14600,24653.80184,9974.034582,21737.56462,18170.1694,14836.23146,21806.51549,11123.9823,23690.39136,15440.29785,21975.24172,16770.89202,14776.73378,11255.51481,18641.13234,20444.70025,24104.45969,35016.67965,31185.75188,13644.20058,32992.19436,16486.92875,20378.12317,21441.21715,Q9HB40
sp|Q9HB71|CYBP_HUMAN,Q9HB71,CACYBP,8566.900091,3527.390637,7102.594937,2320.280023,7148.154145,4476.768923,5278.77412,7964.373898,4329.695522,4560,6445.859139,4354.301258,5636.034483,2839.7699,7580.866193,4158.476697,7710,4904.553571,3335.037464,7142.619184,9647.048703,6389.182902,3164.420313,5011.259587,4786.305491,6479.217404,10448.12173,10709.24296,4957.933445,5442.383639,4913.092711,4206.832112,3410.463122,6222.514278,8477.079381,3336.454616,5503.981191,5817.638488,7372.492669,4775.072998,Q9HB71
sp|Q9HBB8|CDHR5_HUMAN,Q9HBB8,CDHR5,41491.78992,67403.83412,40514.6519,42033.55081,44460.42746,32760.31635,69203.30793,79148.44209,50741.13433,73840,44257.03586,59063.80483,48424.57586,35083.20896,29931.351,32097.74789,67970,93082.66129,50530.57637,57334.52039,68354.4468,44714.48095,46454.55126,39167.55162,56347.10864,33675.39787,32733.17483,35074.50117,87209.11633,51495.88152,49368.47275,67440.30498,36712.76844,44049.71443,57730.76688,36809.50337,36615.73668,32775.5611,73853.40176,30164.78869,Q9HBB8
sp|Q9HBH0|RHOF_HUMAN,Q9HBH0,RHOF,18126.59221,28468.34291,26170.82278,14699.97113,12200.9715,18946.912,12109.48597,16235.83186,12212.47761,8840,7911.709636,26698.74192,29272.51724,48097.94776,14410.181,11542.53988,11360,12812.21198,19219.683,13027.05342,7466.093171,28614.13202,17759.50176,16561.71091,9182.856308,21443.21799,26066.88857,15643.60329,8462.695749,10656.61495,14357.6787,6206.966662,16381.78388,18875.32451,16026.01138,12703.84481,27044.51411,10925.18703,27869.20821,8234.670355,Q9HBH0
sp|Q9HBI1|PARVB_HUMAN,Q9HBI1,PARVB,670327.8901,500486.8878,591147.057,571119.6594,544689.3459,661149.8124,593944.0571,437089.5944,257920.6866,444510,401293.5619,563847.6369,690106.2759,1039837.811,387854.9774,377330.3722,374770,290740.1498,643563.17,279200.919,352529.8306,754227.3626,471261.8333,427383.5988,287463.7558,571645.2913,796183.1986,293451.0563,340976.9016,223902.9901,551525.6617,330460.5173,509026.072,413091.8354,601944.8253,334802.8226,622657.6803,243677.94,843201.6716,449302.2591,Q9HBI1
sp|Q9HBL0|TENS1_HUMAN,Q9HBL0,TNS1,1291.850287,2789.322487,2111.582278,1897.084296,1538.762953,36.23008591,1333.354954,418.0305703,637.7850746,1220,2601.641942,1776.096566,966.8413793,1257.462687,1677.375566,2171.473256,3110,450.3686636,571.054755,63.58673176,2105.134992,3547.368421,1711.370169,1013.982301,1899.561916,671.1461527,4647.170709,1384.389671,518.3165548,1264.344147,1679.037509,3194.169532,2705.248714,1563.830478,943.6165004,1211.612245,2303.009404,1076.466138,2342.199413,1191.178731,Q9HBL0
sp|Q9HBL7|PLRKT_HUMAN,Q9HBL7,PLGRKT,3946.755207,3038.540304,3412.658228,10409.64203,5281.994819,2090.61825,4426.301281,2783.568489,1508.955224,5950,3349.128619,5282.454947,3149.206897,4799.31592,658.9689722,4870.003128,1280,4202.793779,4078.962536,6019.931074,9544.467972,914.280314,3756.403705,6869.233038,4842.406542,3857.61425,4390.775083,3174.207746,7360.095078,1169.280677,3405.774947,6337.957841,4289.090909,1870.035047,6074.208948,3146.575085,1183.197492,6128.302838,4249.560117,5976.609805,Q9HBL7
sp|Q9HBR0|S38AA_HUMAN,Q9HBR0,SLC38A10,48418.95563,21566.92645,15570.25316,14690.24249,23463.40674,12368.57918,3683.119831,38435.03821,17302.68657,10800,12522.82875,16271.33628,20220,6423.538557,11872.33355,42480.76322,36800,34845.3341,18355.33141,17324.23894,21586.55373,7721.8959,38317.47046,14911.50442,35629.08879,13875.60228,32476.7792,22743.5446,23088.64653,32226.51622,4207.133758,22671.55031,8820.960549,27230.33489,11240.89602,13110.72952,6740,38715.01023,16504.10557,24134.31689,Q9HBR0
sp|Q9HBW9|AGRL4_HUMAN,Q9HBW9,ADGRL4,208343.9179,199182.5474,281672.2785,257906.1778,224146.4702,180055.865,259020.5935,283765.4909,302072.7164,209220,263833.6742,279798.2319,256515.1034,191207.6803,285916.2896,213847.9512,432600,263388.0184,334911.9597,233867.5474,108450.1323,197535.5045,249752.4114,299999.587,203607.4474,237479.4569,216429.9572,258030.4577,212896.1689,220727.8702,176031.8188,430960.9807,278062.5729,335512.7207,228190.1891,300959.0566,219599.3417,271807.6999,161611.7595,295681.6352,Q9HBW9
sp|Q9HC07|TM165_HUMAN,Q9HC07,TMEM165,1352.882584,3517.805336,2004.936709,1293.908776,146.2370466,485.9866509,1584.72515,3675.102881,4496.686567,2720,2475.442892,962.5297518,2091.724138,1833.799751,1710.051713,3056.92837,1840,3474.827189,5409.481268,752.9753016,1418.290101,3459.174179,1087.096774,3330.235988,1043.28271,1653.26325,1527.690601,4064.172535,936.7393736,1169.280677,2537.636235,3365.46569,721.3996569,3849.428868,1588.16329,3309.328969,3253.793103,2606.181176,1413.225806,667.0600891,Q9HC07
sp|Q9HC35|EMAL4_HUMAN,Q9HC35,EML4,29470.46182,27658.385,18527.53481,27455.18764,29633.73705,17677.21714,23154.47381,20185.6264,19064.1403,42605,20398.62019,28007.32404,15472.94828,27258.64739,18308.44538,17658.50485,22600,14199.23099,30429.06052,23695.49397,24310.74113,19264.56237,16796.18333,19983.40413,31145.92582,30582.41787,18777.77461,28779.48357,45640.12864,27306.03103,20508.10757,37681.42652,15863.85592,31276.06276,18085.46729,33620.43143,20361.56113,32592.373,17264.08504,23001.14338,Q9HC35
sp|Q9HC38|GLOD4_HUMAN,Q9HC38,GLOD4,10884.09297,8252.943853,3593.955696,1400.923788,6482.448187,3425.986976,14207.88066,7181.804821,2112.537313,3920,4494.627683,7448.146889,6740,3290.360697,4792.501616,2793.400063,5870,3057.459677,7128.472622,7326.507754,15966.91371,5938.412329,10268.22102,3956.519174,12696.55374,6032.442692,10789.98256,8177.787559,6172.678971,25001.69252,8690.927105,5511.705786,2150.325901,1902.842679,3465.083542,5651.176518,8514.796238,10764.66138,3379.882698,8638.635316,Q9HC38
sp|Q9HC84|MUC5B_HUMAN,Q9HC84,MUC5B,902413.3716,149163.573,264363.7025,231668.0427,569429.5984,702394.0984,1120182.098,695436.4491,208326.3582,229003,800393.2018,91210.0068,171902.5379,99246.29042,61217.67292,46380.98217,586330,140487.8456,112044.245,78780.7668,646196.162,420421.9541,675932.0185,410145.8997,126016.7407,506980.0642,85451.32034,261748.5329,36472.52237,815587.5317,355803.3121,358341.486,136927.2041,340663.519,359373.5082,259459.5289,116713.9812,653018.353,109742.7158,1306837.006,Q9HC84
